,Company name,Target value,Sector
1701,Stora Enso,0.5,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber"
1702,Story Contracting Ltd,1.0,Construction and Engineering
1703,Stryhns AS,1.0,Food and Beverage Processing
1704,Studio XAG,0.28,Professional Services
1705,"Suichang Dexin Casting Steel Co.,Ltd.",0.3,Professional Services
1706,"Sumitomo Electric Industries, Ltd.",0.3,Automobiles and Components
1707,"Sumitomo Forestry Co., Ltd",0.21,Homebuilding
1708,"Sunny Wheel Industrial Co., Ltd.",0.25,"Consumer Durables, Household and Personal Products"
1709,Sunrock Investments B.V.,0.5,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)"
1710,Suntory Beverage & Food Limited,0.5,Food and Beverage Processing
1711,Suntory Holdings Limited,0.5,Food and Beverage Processing
1712,Sustainable Harvest Coffee Importers,0.5,"Trading Companies and Distributors, and Commercial Services and Supplies"
1713,"Suzaki Kogyosho Co., Ltd.",0.42,Automobiles and Components
1714,"Suzuki Special Steel Co., Ltd",0.5,Retailing
1715,Swaraj Engines Limited,0.7,Automobiles and Components
1716,Swarovski,0.47,"Textiles, Apparel, Footwear and Luxury Goods"
1717,Sweaty Betty Limited,0.52,Retailing
1718,Swedish Match,0.41,Tobacco
1719,Swire Coca-Cola Limited,0.7,Food and Beverage Processing
1720,Swire Properties Limited,0.46,Real Estate
1721,SwissChem AG,0.5,Construction Materials
1722,Sycomore Asset Management,1.0,"Banks, Diverse Financials, Insurance"
1723,"Sycomp A Technology Company, Inc.",0.38,Technology Hardware and Equipment
1724,SydGrönt Ekonomisk Förening,0.46,Food Production - Agricultural Production
1725,Symrise AG,1.0,"Consumer Durables, Household and Personal Products"
1726,Syngenta,0.68,Chemicals
1727,Synlait Milk Limited,0.45,Food and Beverage Processing
1728,Sysco Corporation,0.67,Food and Staples Retailing
1729,System Standex A/S,0.5,"Trading Companies and Distributors, and Commercial Services and Supplies"
1730,Szerelmey Ltd,0.42,Construction and Engineering
1731,Sörby Handelsträdgård Aktiebolag,0.5,Food Production - Agricultural Production
1732,"T-Mobile USA, Inc.",0.95,Telecommunication Services
1733,"TAIHO PHARMACEUTICAL CO., LTD",0.3,"Pharmaceuticals, Biotechnology and Life"
1734,"TAKAHASHI METAL CO.,LTD.",0.42,"Trading Companies and Distributors, and Commercial Services and Supplies"
1735,TALAWAKELLE TEA ESTATES PLC,0.504,Food Production - Agricultural Production
1736,TATA CHEMICALS LIMITED,0.28,Chemicals
1737,"TBM Co., Ltd.",0.42,"Consumer Durables, Household and Personal Products"
1738,"TCI Co., Ltd.",0.51,"Pharmaceuticals, Biotechnology and Life"
1739,TCT-Speditions GmbH,0.3,Ground Transportation - Trucking Transportation
1740,TDC NET A/S,0.6,Telecommunication Services
1741,TEAMWORK Agentur für angewandtes Marketing,0.42,Software and Services
1742,TELEFÓNICA,0.8,Telecommunication Services
1743,TELUS Corporation,0.75,Telecommunication Services
1744,"TERAO HOLDINGS Co.,Ltd.",0.5,Construction and Engineering
1745,TERENGGANU SILICA CONSORTIUM SDN BHD,0.25,"Mining - Iron, Aluminum, Other Metals"
1746,TETRA PAK,0.46,Containers and Packaging
1747,TIER Mobility SE,0.7,Ground Transportation - Trucking Transportation
1748,TIM Group,1.0,Telecommunication Services
1749,TIS Inc.,0.275,Software and Services
1750,TITAN Cement Group,0.581,Construction Materials
1751,TK Elevator GmbH,1.0,Electrical Equipment and Machinery
1752,TLT LLP,0.8,Specialized Consumer Services
1753,TMB Logistik GmbH,0.3,Ground Transportation - Highways and Railtracks
1754,TMS Consultancy t/a Antaris Consulting,0.5,Professional Services
1755,TOA Corporation,0.25,Construction and Engineering
1756,TODA Corporation,0.42,Construction and Engineering
1757,"TOKAI SHOHAN CO.,LTD",0.42,"Trading Companies and Distributors, and Commercial Services and Supplies"
1758,"TOPPAN PRINTING CO., LTD.",0.325,"Trading Companies and Distributors, and Commercial Services and Supplies"
1759,"TOTAL CREATE CO.,LTD.",0.42,Construction and Engineering
1760,TOTO LTD.,0.3,Building Products
1761,"TOYOKOKA Co., Ltd.",0.46,Electrical Equipment and Machinery
1762,TP Aerospace,0.28,Aerospace and Defense
1763,TPV Technology Limited,0.42,Technology Hardware and Equipment
1764,TRAC International Ltd,0.46,"Trading Companies and Distributors, and Commercial Services and Supplies"
1765,TRUMPF GmbH & Co. KG,1.0,Technology Hardware and Equipment
1766,"TSK CO.,LTD",0.42,Automobiles and Components
1767,"TSUYAKIN, Inc.",0.5,"Textiles, Apparel, Footwear and Luxury Goods"
1768,Tai Wah Garment Industry Sdn. Bhd.,0.21,"Textiles, Apparel, Footwear and Luxury Goods"
1769,Taisei Corporation,0.26,Construction and Engineering
1770,Taishin Financial Holdings,0.59,"Banks, Diverse Financials, Insurance"
1771,Taiwan Cement Corporation,0.32,Construction Materials
1772,"Taiwan Mobile Co., Ltd",0.3,Telecommunication Services
1773,"Taiyo Co., Ltd.",0.42,Solid Waste Management Utilities
1774,Takachiho Shirasu Corp.,0.42,Building Products
1775,Takasago International Corporation,0.275,"Consumer Durables, Household and Personal Products"
1776,Takasago Thermal Engineering,0.28,Construction and Engineering
1777,Takeda Pharmaceutical Company,0.67,"Pharmaceuticals, Biotechnology and Life"
1778,Tammer Brands,0.38,Retailing
1779,"Tanihata Co., Ltd.,",0.46,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber"
1780,Target Corporation,0.8,Retailing
1781,Tate & Lyle PLC,0.3,Food and Beverage Processing
1782,Taylor Wimpey,0.36,Homebuilding
1783,Taylors Wines,0.5,Food and Beverage Processing
1784,Taziker Industrial Ltd,0.46,Construction and Engineering
1785,Tchibo GmbH,0.51,Retailing
1786,Tech Mahindra,0.22,Software and Services
1787,Tecnova Preparação de Materiais,0.42,Solid Waste Management Utilities
1788,Ted Baker,0.9,"Textiles, Apparel, Footwear and Luxury Goods"
1789,Tediber,0.3,Retailing
1790,Teijin limited,0.3,Chemicals
1791,Tele2 AB,1.0,Telecommunication Services
1792,Telenor Group,0.68,Telecommunication Services
1793,Teleperformance,0.49,Professional Services
1794,Telia Company,0.72,Telecommunication Services
1795,Telstra,0.5,Telecommunication Services
1796,Tendam Retail S.A.,1.0,Retailing
1797,Tennant Company,0.5,Electrical Equipment and Machinery
1798,TenneT Holding B.V.,0.95,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)"
1799,Terna S.p.A.,0.28,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)"
1800,Terra Alpha Investments LLC,0.95,"Banks, Diverse Financials, Insurance"
1801,Terumo Corporatio,0.6,Healthcare Equipment and Supplies
1802,Tesco,0.6,Food and Staples Retailing
1803,Thalys,0.5,Ground Transportation - Railroads Transportation
1804,"The ANSCO Co., Ltd.",0.38,Electrical Equipment and Machinery
1805,The Berkeley Group Holdings plc,0.5,Real Estate
1806,The British Land Company PLC,0.55,Real Estate
1807,The Carbon Trust,0.5,Professional Services
1808,The Carey Group Ltd,0.84,Construction and Engineering
1809,"The Children's Place, Inc.",0.3,"Textiles, Apparel, Footwear and Luxury Goods"
1810,The Clorox Company,0.5,"Consumer Durables, Household and Personal Products"
1811,The Co-operative Group Ltd.,0.5,Food and Staples Retailing
1812,The Coca-Cola Company,0.25,Food and Beverage Processing
1813,The Economist Group,1.0,Media
1814,The Encore Group (Envelopes & Packaging) Limited,0.46,"Trading Companies and Distributors, and Commercial Services and Supplies"
1815,The Energy Saving Trust Limited,0.42,Professional Services
1816,The Estée Lauder Companies,0.6,"Consumer Durables, Household and Personal Products"
1817,The Financial Times Limited,0.462,Media
1818,"The HAVI Group, LP",0.4,Air Freight Transportation and Logistics
1819,The Hershey Company,0.5,Food and Beverage Processing
1820,The Howard de Walden Estate,0.3,Real Estate
1821,The J.M. Smucker Company,0.28,Food and Beverage Processing
1822,The Lego Group,0.37,"Consumer Durables, Household and Personal Products"
1823,The Lift Consultancy,0.42,Construction and Engineering
1824,The Macerich Company,0.462,Real Estate
1825,"The Martin-Brower Company, L.C.C.",0.4,Air Freight Transportation and Logistics
1826,"The Navigator Company, S.A.",0.63,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber"
1827,The Port Authority of New York and New Jersey,0.38,Air Transportation - Airport Services
1828,The Southern Co-operative,0.5,Food and Staples Retailing
1829,The Travel Chapter Limited,0.42,"Hotels, Restaurants and Leisure, and Tourism Services"
1830,The Travel Corporation,0.462,"Hotels, Restaurants and Leisure, and Tourism Services"
1831,The VELUX Group,1.0,Building Products
1832,The Wilderness Group,0.46,"Hotels, Restaurants and Leisure, and Tourism Services"
1833,Thermoplan AG,0.46,Technology Hardware and Equipment
1834,Third Rock Finland Oy,0.42,Professional Services
1835,Thomson Reuters,0.65,Software and Services
1836,Thule Group,1.0,"Consumer Durables, Household and Personal Products"
1837,"Tianjin Heavy Steel Mechanical Equipment Co.,Ltd.",0.42,Construction and Engineering
1838,TietoEVRY,1.0,Software and Services
1839,Timberlink Australia | New Zealand,0.21,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber"
1840,"Tintex Textiles, S.A",0.5,"Textiles, Apparel, Footwear and Luxury Goods"
1841,Tobishima Corporation,0.25,Construction and Engineering
1842,"Tochishu Co., Ltd.",0.25,Building Products
1843,Toitū Envirocare,0.74,Professional Services
1844,"Tokai Maintenace Control Co.,ltd",0.42,Construction and Engineering
1845,Tokmanni Oy,0.8,Retailing
1846,"Tokyo Tatemono Co., Ltd.",0.4,Real Estate
1847,"Tokyu Construction Co., Ltd.",0.3,Construction and Engineering
1848,Tokyu Fudosan Holdings Corporation,0.46,Real Estate
1849,TopWin srl,0.5,Professional Services
1850,Toshiba Corporation,0.5,Electrical Equipment and Machinery
1851,Tourlane,0.46,"Hotels, Restaurants and Leisure, and Tourism Services"
1852,"Toyo Sangyo Co.,Ltd.",0.42,"Textiles, Apparel, Footwear and Luxury Goods"
1853,Toyota Motor Corporation,0.68,Automobiles and Components
1854,Traditional Medicinals,0.42,Food and Beverage Processing
1855,Trane Technologies Plc.,0.55,Electrical Equipment and Machinery
1856,TransWest NV,0.42,Ground Transportation - Trucking Transportation
1857,Transflo,0.42,Software and Services
1858,Transtema Group AB,1.0,Telecommunication Services
1859,Transurban Group,0.55,Ground Transportation - Highways and Railtracks
1860,Travis Perkins,0.8,"Trading Companies and Distributors, and Commercial Services and Supplies"
1861,Tricon Energy,0.5,"Trading Companies and Distributors, and Commercial Services and Supplies"
1862,Tricorona Climate Partner AB,0.5,Professional Services
1863,Trimble Inc,1.0,Construction and Engineering
1864,Trossa AB,0.5,Professional Services
1865,Troup Bywaters + Anders,0.5,Professional Services
1866,Trust International,0.42,Technology Hardware and Equipment
1867,Trustonic Limited,0.38,Software and Services
1868,"Tsujiseiki.Co., Ltd.",0.46,Automobiles and Components
1869,"Tubacex, S.A.",0.59,Electrical Equipment and Machinery
1870,Turner & Townsend Ltd,0.5,Professional Services
1871,"Tyson Foods, Inc.",0.3,Food and Beverage Processing
1872,TÖPFER Kulmbach GmbH,0.5,Containers and Packaging
1873,U&We AB,0.46,Professional Services
1874,UCB,0.6,"Pharmaceuticals, Biotechnology and Life"
1875,UK Power Networks Holdings Limited,1.0,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)"
1876,UNION PROJETOS INDUSTRIAIS LTDA,0.42,Construction and Engineering
1877,UPM-Kymmene Corporation,0.65,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber"
1878,USHIO INC.,0.21,Electrical Equipment and Machinery
1879,"UTSUMI CO.,LTD.",0.46,Professional Services
1880,Ubisoft Entertainment,0.67,Software and Services
1881,"Ueda Shokai Co., Ltd.",0.25,Construction and Engineering
1882,Uhuru Corporation,0.5,Software and Services
1883,UltraTech Cement Limited,0.69,Construction Materials
1884,Umicore,0.5,Chemicals
1885,Uncommon,0.46,Real Estate
1886,"Under Armour, Inc.",1.0,"Textiles, Apparel, Footwear and Luxury Goods"
1887,Uni-technology A/S,0.5,Electrical Equipment and Machinery
1888,Unibail-Rodamco-Westfield SE,0.8,Real Estate
1889,Unicharm Corporation,0.34,"Consumer Durables, Household and Personal Products"
1890,Unilever plc,1.0,"Consumer Durables, Household and Personal Products"
1891,Union Pacific Railroad,0.26,Ground Transportation - Railroads Transportation
1892,Unite Students,1.0,Real Estate
1893,United Dairymen of Arizona,0.5,Food and Beverage Processing
1894,United Microelectronics Corporation,0.25,Semiconductors and Semiconductors Equipment
1895,"United Natural Foods, Inc.",0.5,Food and Staples Retailing
1896,United Utilities Group PLC,1.0,Water Utilities
1897,"Universal Computer System Co.,Ltd.",0.42,Software and Services
1898,Universal Corporation,0.3,Tobacco
1899,Uponor Corporation,1.0,Building Products
1900,Upswing Solutions Inc.,0.38,Professional Services
1901,Useful Simple Limited,0.46,Professional Services
1902,VAIO Corporation,0.5,Technology Hardware and Equipment
1903,VALL COMPANYS GROUP,1.0,Food Production - Animal Source Food Production
1904,VALLOUREC,0.45,"Mining - Iron, Aluminum, Other Metals"
1905,VAUDE Sport,1.0,"Textiles, Apparel, Footwear and Luxury Goods"
1906,VCCP Group LLP,0.462,Media
1907,VF Corporation,0.55,"Textiles, Apparel, Footwear and Luxury Goods"
1908,VINCI SA,0.4,Construction and Engineering
1909,VIRUTEX ILKO S.A,0.25,"Consumer Durables, Household and Personal Products"
1910,VIÑA CONCHA Y TORO,0.55,Food and Beverage Processing
1911,VLS ENDUSTRIYEL SATIS LTD STI,0.3,Electrical Equipment and Machinery
1912,"VMware, Inc",1.0,Software and Services
1913,VP Capital,1.0,"Banks, Diverse Financials, Insurance"
1914,Vacse AB (publ),0.46,Real Estate
1915,Valeo,0.75,Automobiles and Components
1916,Valio Ltd.,0.5,Food and Beverage Processing
1917,Valmet,0.8,Electrical Equipment and Machinery
1918,Value Frontier,0.5,Professional Services
1919,Vasakronan AB,1.0,Real Estate
1920,Vattenfall AB,0.771,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)"
1921,Vector Technologies (Australia) Pty Ltd,0.42,Containers and Packaging
1922,Veidekke ASA,0.5,Construction and Engineering
1923,"Ventas, Inc.",0.3,Real Estate
1924,Veolia Environnement S.A.,0.4,Water Utilities
1925,Verallia,0.46,Containers and Packaging
1926,Veramaris VOF,0.38,Food and Beverage Processing
1927,Verdani Partners,0.5,Professional Services
1928,Verescence,0.8,Containers and Packaging
1929,Veris Residential,0.42,Real Estate
1930,"Veritas Technologies, LLC",0.5,Software and Services
1931,Verizon,0.53,Telecommunication Services
1932,Verstegen Spices & Sauces,0.3,Food and Beverage Processing
1933,Vestas Wind Systems,1.0,Electrical Equipment and Machinery
1934,Vestre AS,0.46,"Consumer Durables, Household and Personal Products"
1935,Vextrix,0.38,Construction and Engineering
1936,Viatris Inc.,0.42,"Pharmaceuticals, Biotechnology and Life"
1937,Vidrala,0.47,Containers and Packaging
1938,Viegand Maagøe A/S,0.46,Professional Services
1939,Viessmann Group,0.55,Building Products
1940,Vikrant Forge Pvt Ltd,0.42,Construction and Engineering
1941,Visa Inc.,0.5,Software and Services
1942,Vita Group Unlimited,1.0,Chemicals
1943,Vitamin Well AB,0.46,Food and Staples Retailing
1944,Vizion Network Limited,0.46,Software and Services
1945,Viña Montes,0.46,Food and Beverage Processing
1946,Viña Requingua,0.46,Food and Beverage Processing
1947,Viñedos Emiliana S.A.,0.46,Food and Beverage Processing
1948,Vodafone Group Plc,1.0,Telecommunication Services
1949,VodafoneZiggo,1.0,Telecommunication Services
1950,Voi Technology AB,0.5,Ground Transportation - Trucking Transportation
1951,Volkswagen AG,0.504,Automobiles and Components
1952,Volvo Car Group,0.6,Automobiles and Components
1953,Vornado Realty Trust,0.64,Real Estate
1954,Votorantim Cimentos,0.524,Construction Materials
1955,WATERBOM BALI,0.46,"Hotels, Restaurants and Leisure, and Tourism Services"
1956,"WENZHOU KAICHENG MACHINERY CO.,LTD",0.42,"Mining - Iron, Aluminum, Other Metals"
1957,WEPA Group,0.525,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber"
1958,WH Smith PLC,0.8,Retailing
1959,"WORD Co.,Ltd.",0.42,Automobiles and Components
1960,WPP Plc,0.84,Media
1961,WSP Global Inc.,0.6,Professional Services
1962,Wacker Chemie AG,0.5,Chemicals
1963,Wallenstam AB,0.5,Real Estate
1964,Walmart Inc.,0.65,Food and Staples Retailing
1965,Warehouses De Pauw,0.42,Real Estate
1966,Warmworks Scotland LLP,0.46,Professional Services
1967,"WasteBox, Inc.",0.5,Professional Services
1968,Wates Group Limited,0.89,Construction and Engineering
1969,Watkins Payne,0.5,Professional Services
1970,Webuild S.p.A.,0.47,Construction and Engineering
1971,Weckerle Machines,0.46,Construction and Engineering
1972,"Weihai Luda Art & Craft Co., Ltd.",0.28,"Trading Companies and Distributors, and Commercial Services and Supplies"
1973,Welltower Inc.,0.28,Real Estate
1974,Wereldhave,0.3,Real Estate
1975,WestRock Company,0.275,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber"
1976,Western Digital,0.5,Technology Hardware and Equipment
1977,Western Power Distribution plc,0.63,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)"
1978,Weyerhaeuser Company,0.42,Real Estate
1979,Wheaton Precious Metals Corp.,0.5,"Mining - Other (Rare Minerals, Precious Metals and Gems)"
1980,Whirlpool Corporation,0.5,"Consumer Durables, Household and Personal Products"
1981,White House,0.5,"Textiles, Apparel, Footwear and Luxury Goods"
1982,Wickes Group PLC,0.45,Retailing
1983,Wieland Group,0.462,"Mining - Iron, Aluminum, Other Metals"
1984,Wihlborgs Fastigheter,0.5,Real Estate
1985,Willhem AB,0.5,Real Estate
1986,William Fry LLP,0.5,Professional Services
1987,"Williams-Sonoma, Inc.",0.5,Retailing
1988,Willmott Dixon Holdings Limited,1.0,Construction and Engineering
1989,WindowMaster International A/S,0.46,Building Products
1990,Winkler Partners,0.42,Specialized Consumer Services
1991,Wipf AG,0.42,Containers and Packaging
1992,Wipro,0.59,Software and Services
1993,Withincompliance LLC dba Virtuosity Consulting,0.5,Professional Services
1994,Wood Life Company,0.5,Professional Services
1995,WoolWorks New Zealand Ltd,0.46,"Textiles, Apparel, Footwear and Luxury Goods"
1996,Woolworths Group Limited,0.63,Food and Staples Retailing
1997,Woolworths Holdings Ltd,0.5,Retailing
1998,Workday,1.0,Software and Services
1999,Workspace Group PLC,1.0,Real Estate
2000,Worldline,0.25,Software and Services
2001,"Wuxi Jinhui Precision Machining co., ltd.",0.42,Construction and Engineering
2002,XELS Japan Co Ltd,0.38,Professional Services
2003,Xerox Corporation,0.6,Technology Hardware and Equipment
2004,"Xiongxian Liya Packaging Material Co., Ltd.",0.42,Containers and Packaging
2005,Xtrac Limited,0.42,Automobiles and Components
2006,"YAMADAMEKKI KOUGYOUSYO Co.,Ltd.",0.42,Automobiles and Components
2007,"YAMAMOTO MACHINERY CO.,Ltd.",0.42,Electrical Equipment and Machinery
2008,YKK AP Inc.,0.5,Building Products
2009,YKK Corporation,0.5,"Textiles, Apparel, Footwear and Luxury Goods"
2010,"YUTACOLOGY Co.,Ltd.",0.5,Professional Services
2011,Yamaha Corporation,0.55,Electrical Equipment and Machinery
2012,"Yamaichi Metal Co.,Ltd.",0.28,"Mining - Iron, Aluminum, Other Metals"
2013,"Yamazen Co.,Ltd.",0.42,Solid Waste Management Utilities
2014,"Yancheng Yide Plastic Packaging Co., Ltd.",0.42,Containers and Packaging
2015,"Yashima Construction Co,ltd",0.5,Construction and Engineering
2016,"Yever Co., Ltd",0.42,Professional Services
2017,Yingyang (China) Aroma Chemical Group,0.29,Chemicals
2018,Ylva,0.5,Real Estate
2019,Yuanta Financial Holding Co Ltd,0.59,"Banks, Diverse Financials, Insurance"
2020,"Yum China Holdings, Inc.",0.663,"Hotels, Restaurants and Leisure, and Tourism Services"
2021,"Yum! Brands, Inc.",0.46,"Hotels, Restaurants and Leisure, and Tourism Services"
2022,"Yutaka Finepack Co.,Ltd.",0.38,Containers and Packaging
2023,ZEN Energy,0.38,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)"
2024,ZF Friedrichshafen AG,1.0,Automobiles and Components
2025,"ZHEJIANG JWK FILTRATION TECHNOLOGY CO., LTD.",0.42,Electrical Equipment and Machinery
2026,"ZHEJIANG MAYANG INDUSTRIES CO.,LTD",0.5,Building Products
2027,ZORDAN SRL SB,0.46,Construction Materials
2028,Zalando SE,1.0,"Textiles, Apparel, Footwear and Luxury Goods"
2029,Zebra A/S (Flying Tiger Copenhagen),0.84,Retailing
2030,Zebra MTD Limited,0.46,Retailing
2031,Zebra Technologies Corporation,0.5,Technology Hardware and Equipment
2032,Zen Internet Ltd,0.5,Telecommunication Services
2033,Zenobe Energy,0.5,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)"
2034,Zhejiang Arcana Power Sports Tech. Co.. Ltd.,0.55,Electrical Equipment and Machinery
2035,"Zhejiang Guangtao Healthy Kitchen Utensils Co., LTD",0.42,Building Products
2036,"Zhejiang Tongli Heavy Machinery Manufacturing Co.,Ltd",0.42,Construction and Engineering
2037,"Zhuhai Pilot Technology Co., Ltd.",0.38,Technology Hardware and Equipment
2038,Zimmer Biomet,0.55,Healthcare Equipment and Supplies
2039,Zimmermann,0.5,"Textiles, Apparel, Footwear and Luxury Goods"
2040,Zuellig Pharma,0.42,"Healthcare Providers and Services, and Healthcare Technology"
2041,alstria office REIT-AG,1.0,Real Estate
2042,"aoito soken Co., Ltd.",0.38,Professional Services
2043,apetito (UK) Limited,0.63,Food and Beverage Processing
2044,bioMerieux,0.67,Healthcare Equipment and Supplies
2045,bpostgroup,0.2,Air Freight Transportation and Logistics
2046,d-fine,0.55,Professional Services
2047,dbramante1928,0.3,"Textiles, Apparel, Footwear and Luxury Goods"
2048,denkstatt GmbH,0.5,Professional Services
2049,diemietwaesche.de GmbH & Co. KG,0.38,"Trading Companies and Distributors, and Commercial Services and Supplies"
2050,dormakaba,0.42,Technology Hardware and Equipment
2051,e-hoch-3 eco impact experts GmbH & Co. KG,0.46,Professional Services
2052,eBay Inc.,0.9,Retailing
2053,easyJet plc,0.35,Air Transportation - Airlines
2054,emagine,0.42,Professional Services
2055,euNetworks Group Ltd,0.46,Telecommunication Services
2056,fritz-kulturgüter gmbh,0.46,Food and Beverage Processing
2057,h&z Unternehmensberatung,0.46,Professional Services
2058,iGO4 Limited,0.46,"Specialized Financial Services, Consumer Finance, Insurance Brokerage Firms"
2059,"iMicron CO., LTD.",0.46,Healthcare Equipment and Supplies
2060,iPoint-systems GmbH,0.28,Software and Services
2061,innocent drinks,1.0,Food and Beverage Processing
2062,io oil & gas UK LLP,0.5,Professional Services
2063,lululemon,0.6,"Textiles, Apparel, Footwear and Luxury Goods"
2064,onewoom GmbH,0.42,"Consumer Durables, Household and Personal Products"
2065,shandong yinying cooking machinery Co. Ltd,0.38,Construction and Engineering
2066,sustainable AG,1.0,Professional Services
2067,"takeuchimokuzaikougyou Co.,Ltd",0.3,Homebuilding
2068,thinkstep-anz,0.51,Professional Services
2069,thyssenkrupp AG,0.3,Construction and Engineering
2070,"wing Co., LTD",0.42,Building Products
2071,Ölgerðin Egill Skallagrímsson,0.42,Food and Beverage Processing
2072,Österreichische Post AG,0.14,Air Freight Transportation and Logistics
2073,Ørsted,0.98,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)"
2074,Żabka Polska Sp. z o. o. (Zabka Polska Sp. z o. o.),0.75,Food and Staples Retailing
